Id,category,text
406,beverage,"""RecipeName"": ""Key Lime-Banana Smoothie"",
""Ingredients"": [
""container (6 oz) Yoplait® Original yogurt Key lime pie"",
""ripe banana, sliced"",
""cup milk"",
""tablespoon lime juice"",
""teaspoon dry lemon lime-flavored soft drink mix (from 0.13-oz package)"",
""cup vanilla frozen yogurt""
],
""PrepMethods"": [
""Place all ingredients except frozen yogurt in blender. Cover; blend on high speed until smooth."",
""Add frozen yogurt. Cover; blend until smooth.""
]
"
407,condiment,"""RecipeName"": ""Kimchi Relish"",
""Ingredients"": [
""cup prepared kimchi"",
""tablespoons honey"",
""teaspoons rice vinegar""
],
""PrepMethods"": [
""Chop or slice kimchi into smaller pieces, if necessary. In small bowl, mix kimchi, honey and vinegar. Serve or cover and refrigerate.""
]
"
408,dessert,"""RecipeName"": ""Kiwi and Strawberry Shortcake Squares"",
""Ingredients"": [
""cups Original Bisquick™ mix"",
""cup sugar"",
""cup milk"",
""tablespoons butter or margarine, melted"",
""teaspoons finely shredded lemon peel"",
""teaspoon ground nutmeg"",
""eggs"",
""cup thinly sliced strawberry"",
""kiwifruit, peeled and chopped""
],
""PrepMethods"": [
""Heat oven to 375°F. Grease 9-inch square pan with shortening or cooking spray."",
""In medium bowl, stir together all ingredients except fruit. Gently stir in fruit. Spread batter in pan."",
""Bake 30 to 35 minutes or until toothpick inserted in center comes out clean. Cool.""
]
"
409,beverage,"""RecipeName"": ""Kiwi-Lime-Rum Slush"",
""Ingredients"": [
""kiwi fruit, peeled, chopped"",
""(12-oz.) can lemon-lime flavored carbonated beverage, chilled"",
""(10-oz.) can frozen margarita mix concentrate"",
""cup light rum"",
""(2-liter) bottle (8 1/2 cups) lemon-lime flavored carbonated beverage, chilled"",
""Fresh lime slices, if desired""
],
""PrepMethods"": [
""Puree kiwi fruit in blender. Place strainer over small bowl. With back of spoon, press fruit through strainer to remove seeds."",
""In same blender container, mix fruit puree, 12 oz. carbonated beverage, margarita mix concentrate and rum; cover and blend at low speed until mixed. Pour into nonmetal container. Cover; freeze at least 24 hours or until firm."",
""For each serving, spoon 1/3 cup slush mixture into glass; add 2/3 cup carbonated beverage. Or spoon slush mixture into large punch bowl; add 2 liters carbonated beverage. Stir gently. Garnish glasses or punch bowl with lime slices.""
]
"
410,beverage,"""RecipeName"": ""Kumquat Martini"",
""Ingredients"": [
""kumquats, sliced"",
""fresh mint leaves "",
""to 2 tablespoons simple syrup "",
""Crushed ice "",
""cup vodka ""
],
""PrepMethods"": [
""In cocktail shaker, muddle kumquat slices and mint leaves with muddler or back of wooden spoon. Add simple syrup, ice and vodka. Cover; shake until thoroughly chilled. Pour into chilled martini glass, straining out ice, kumquats and mint. Garnish with additional kumquat slices and mint leaves, if desired.""
]
"
411,appetizer,"""RecipeName"": ""Layered Shrimp Spread"",
""Ingredients"": [
""container (8 oz) pineapple cream cheese spread"",
""cup peach or apricot preserves"",
""tablespoons seafood cocktail sauce"",
""bag (4 oz) frozen cooked salad shrimp, thawed, drained"",
""medium green onions, thinly sliced (2 tablespoons)"",
""cup coconut chips"",
""Assorted crackers""
],
""PrepMethods"": [
""On 10- to 12-inch serving plate, spread cream cheese to within 1 inch of edge of plate. In small bowl, mix preserves and cocktail sauce. Spread over cream cheese."",
""Top evenly with shrimp. Sprinkle with onions and coconut. Serve with crackers.""
]
"
412,dessert,"""RecipeName"": ""Lemon Buttercream Cake with Blueberries"",
""Ingredients"": [
""cups Gold Medal™ all-purpose flour"",
""teaspoons baking powder"",
""teaspoon salt"",
""cups granulated sugar"",
""cup butter, softened"",
""eggs"",
""cups milk"",
""cup powdered sugar"",
""cup fresh lemon juice"",
""cups butter, softened"",
""cups powdered sugar"",
""tablespoons milk"",
""tablespoons fresh lemon juice"",
""cups fresh blueberries"",
""teaspoons grated lemon peel""
],
""PrepMethods"": [
""Heat oven to 350°F. Grease 2 (8- or 9-inch) round cake pans with shortening; lightly flour. "",
""In medium bowl, mix flour, baking powder and salt; set aside. In large bowl, beat 3/4 cup butter and the granulated sugar with electric mixer on medium speed until fluffy. Add eggs, one at a time, beating well after each addition. On low speed, alternately add flour mixture, about one-third at a time, and 1 1/4 cups milk, about half at a time, beating just until blended. Divide batter evenly between pans."",
""Bake 25 to 35 minutes or until toothpick inserted in center comes out clean. Cool 10 minutes. With fork, poke tops of cakes every 1 inch. In small bowl, mix glaze ingredients until smooth. Spoon glaze over cakes. Let stand 10 minutes. Remove cakes from pans; place top side up on cooling racks. Cool completely."",
""In large bowl, beat 1 1/2 cups butter, 4 cups powdered sugar, 3 tablespoons milk and 2 tablespoons lemon juice on low speed until blended. Beat 3 minutes on medium speed until fluffy. "",
""On serving plate, place 1 cake layer, rounded side up. Spread with 1/2 cup of the frosting. Top with 1 1/2 cups berries. Spoon 3/4 cup frosting over berries; carefully spread to cover. Place remaining cake layer, top side up, over berries. Frost top and side. Arrange remaining berries on cake. Sprinkle with lemon peel. Refrigerate 2 hours. Let cake stand at room temperature 15 minutes before serving. Cover; refrigerate any remaining cake.""
]
"
413,condiment,"""RecipeName"": ""Lemon Curd"",
""Ingredients"": [
""cup sugar"",
""tablespoon finely shredded lemon peel"",
""cup lemon juice (5 large lemons)"",
""tablespoons firm butter or margarine, cut up"",
""large eggs, slightly beaten""
],
""PrepMethods"": [
""In heavy 1 1/2-quart saucepan, mix sugar, lemon peel and lemon juice with wire whisk."",
""Stir in butter and eggs. Cook over medium heat about 8 minutes, stirring constantly, until mixture thickens and coats back of spoon (do not boil). Immediately pour into one 1-pint container or two 1-cup containers."",
""Store covered in refrigerator up to 2 months.""
]
"
414,condiment,"""RecipeName"": ""Lemon Herb Marinade"",
""Ingredients"": [
""cup olive or vegetable oil"",
""cup lemon juice"",
""tablespoon chopped fresh or 1 teaspoon dried basil leaves"",
""teaspoons chopped fresh or  1/2 teaspoon dried thyme leaves "",
""teaspoon salt"",
""teaspoon pepper"",
""cloves garlic, finely chopped""
],
""PrepMethods"": [
""In shallow glass or plastic dish or resealable food-storage plastic bag, mix all ingredients. Add about 1 pound fish, 1 pound boneless chicken, about 3 1/2 pounds bone-in chicken or about 1 pound seafood; turn to coat with marinade. Cover dish or seal bag and refrigerate at least 30 minutes but no longer than 24 hours."",
""Remove meat from marinade; reserve marinade. Grill meat as desired, brushing occasionally with marinade. Heat remaining marinade to boiling to serve as sauce with grilled meat.""
]
"
415,dessert,"""RecipeName"": ""Lemon Meringue Cupcakes"",
""Ingredients"": [
""cups Gold Medal™ all-purpose flour"",
""teaspoons baking powder"",
""teaspoon salt"",
""cup butter or margarine, softened"",
""cups sugar"",
""eggs"",
""tablespoons grated lemon peel"",
""teaspoon vanilla"",
""cup milk"",
""jar (10 to 12 oz) lemon curd"",
""egg whites "",
""teaspoon cream of tartar"",
""teaspoons vanilla"",
""cup sugar""
],
""PrepMethods"": [
""Heat oven to 350°F. Place paper baking cup in each of 24 regular-size muffin cups; spray paper cups with baking spray with flour. In medium bowl, mix flour, baking powder and salt; set aside."",
""In large bowl, beat butter with electric mixer on medium speed 30 seconds. Gradually add 1 1/4 cups sugar, about 1/4 cup at a time, beating well after each addition and scraping bowl occasionally. Beat 2 minutes longer. Add eggs, one at a time, beating well after each addition. Beat in lemon peel and 1 teaspoon vanilla. On low speed, alternately add flour mixture, about one-third at a time, and milk, about half at a time, beating just until blended."",
""Divide batter evenly among muffin cups, filling each with about 3 tablespoons batter or until about two-thirds full."",
""Bake 20 to 25 minutes or until toothpick inserted in center comes out clean. Cool 5 minutes. Remove cupcakes from pans; place on cooling racks. Cool completely, about 30 minutes. "",
""By slowly spinning end of round handle of wooden spoon back and forth, make deep, 3/4-inch-wide indentation in center of top of each cupcake, not quite to bottom. (Wiggle end of spoon in cupcake to make opening large enough.)"",
""Spoon lemon curd into small resealable food-storage plastic bag; seal bag. Cut 3/8-inch tip off 1 bottom corner of bag. Insert tip of bag into opening in each cupcake; squeeze bag to fill opening."",
""Increase oven temperature to 450°F. In medium bowl, beat egg whites, cream of tartar and vanilla with electric mixer on high speed until soft peaks form. Gradually add 2/3 cup sugar, 1 tablespoon at a time, beating continuously until stiff peaks form and mixture is glossy. Frost cupcakes with meringue; place on cookie sheet. Bake 2 to 3 minutes or until lightly browned.""
]
"
416,beverage,"""RecipeName"": ""Lemon Meringue Pie Shakes"",
""Ingredients"": [
""cups vanilla ice cream, slightly softened "",
""cup milk"",
""teaspoon sugar-free lemonade flavor drink mix (from 2.1-oz container)"",
""slice cold lemon meringue pie, cut into chunks (from 9-inch pie)"",
""Crushed lemon drops, if desired""
],
""PrepMethods"": [
""In blender, place ice cream, milk and lemonade mix. Cover and blend on high speed until smooth and creamy. Add pie chunks; cover and blend until smooth, stopping blender to scrape down sides if necessary."",
""Pour into 2 glasses; sprinkle with crushed lemon drops. Serve immediately.""
]
"
417,snack,"""RecipeName"": ""Lemonade Chex® Mix (1/2 Recipe)"",
""Ingredients"": [
""cups Corn Chex™ cereal"",
""cups Rice Chex™ cereal"",
""cups Wheat Chex™ cereal"",
""cup sliced almonds"",
""tablespoons butter or margarine"",
""tablespoons sugar"",
""tablespoons frozen (thawed) lemonade concentrate""
],
""PrepMethods"": [
""In large microwavable bowl, mix cereals and almonds. "",
""In microwavable measuring cup, microwave butter uncovered on High about 30 seconds or until melted. Stir in sugar and lemonade concentrate. Microwave uncovered on High 30 seconds; stir. Pour over cereal mixture, stirring until evenly coated."",
""""""
Microwave cereal mixture uncovered on High about 5 minutes, stirring every 2 minutes, until mixture begins to brown. 
Spread on waxed paper or foil to cool. Store in airtight container.
""""""
]
"
418,beverage,"""RecipeName"": ""Lemonade Iced Tea"",
""Ingredients"": [
""cups water"",
""tea bags"",
""can (12 oz) frozen lemonade concentrate"",
""cups cold water"",
""cups ice cubes"",
""thin slices lemon""
],
""PrepMethods"": [
""In large saucepan, heat 3 cups water to boiling. Remove from heat; add tea bags. Let stand 10 minutes to steep."",
""Remove and discard tea bags. Add lemonade concentrate and cold water; stir to blend. Pour into serving pitcher; add ice cubes and lemon slices.""
]
"
419,beverage,"""RecipeName"": ""Lemonade Tea"",
""Ingredients"": [
""cans (12 ounces each) frozen lemonade concentrate, thawed"",
""quarts iced tea"",
""Fresh mint sprig, if desired""
],
""PrepMethods"": [
""Make lemonade as directed on can, using punch bowl or large container. Stir in tea."",
""Serve over ice. Garnish with mint.""
]
"
420,condiment,"""RecipeName"": ""Lemon-Herb Marinade"",
""Ingredients"": [
""cup vegetable oil"",
""teaspoon grated lemon peel"",
""tablespoons lemon juice"",
""tablespoon dry vermouth, dry white wine or beef broth"",
""teaspoon chopped fresh or 1/4 teaspoon crumbled dried sage leaves"",
""teaspoon chopped fresh or 1/4 teaspoon dried oregano leaves"",
""teaspoon salt"",
""teaspoon coarsely ground pepper""
],
""PrepMethods"": [
""In shallow glass or plastic dish or resealable plastic food-storage bag, mix all ingredients."",
""Add up to 2 pounds boneless beef, pork, chicken or turkey, turning to coat with marinade. Cover dish or seal bag and refrigerate, turning meat occasionally, at least 4 hours but no longer than 24 hours."",
""Remove meat from marinade; reserve marinade. Cook meat as desired, brushing occasionally with marinade."",
""Remaining marinade must be boiled to be served as a sauce (if not boiled, discard marinade). In 1-quart saucepan, heat marinade to boiling, stirring constantly; boil and stir 1 minute.""
]
"
421,beverage,"""RecipeName"": ""Lemon-Strawberry Punch"",
""Ingredients"": [
""cans (6 oz each) frozen lemonade concentrate, thawed"",
""box (10 oz) frozen strawberries in light syrup, thawed and undrained*"",
""bottle (1 liter) ginger ale""
],
""PrepMethods"": [
""In 4-quart container, stir lemonade concentrate and 9 cans water until well mixed."",
""Pour lemonade into punch bowl. Stir in strawberries."",
""Just before serving, add ginger ale and ice; gently stir.""
]
"
422,beverage,"""RecipeName"": ""Lemon-Tea-Thyme Martinis"",
""Ingredients"": [
""cup (6 oz) vodka"",
""tea bag"",
""cup sugar"",
""cup fresh lemon juice"",
""cup honey"",
""cup ice"",
""sprigs fresh thyme"",
""thin lemon slices""
],
""PrepMethods"": [
""In airtight jar or container, place vodka and tea bag; let stand to steep 2 hours."",
""Moisten rim of each of 4 martini glasses with water. Dip each rim in sugar; set aside."",
""In blender, place lemon juice, honey and ice. Cover; blend until ice is finely chopped. Pour evenly into glasses."",
""Remove tea bag from vodka. Add 3 tablespoons (1 1/2 oz) vodka to each drink. Garnish each with fresh thyme and 1 lemon slice. Serve immediately.""
]
"
423,dessert,"""RecipeName"": ""Lemon-Topped Gingerbread"",
""Ingredients"": [
""cup Gold Medal™ all-purpose flour"",
""cup Gold Medal™ whole wheat flour"",
""cup molasses"",
""cup hot water"",
""tablespoons packed brown sugar"",
""tablespoons shortening"",
""tablespoons fat-free cholesterol-free egg product  or 1 egg white"",
""teaspoon baking soda"",
""teaspoon ground ginger"",
""teaspoon ground cinnamon"",
""tablespoon salt"",
""Easy Lemon Sauce""
],
""PrepMethods"": [
""Heat oven to 325°F. Spray loaf pan, 8 1/2x4 1/2x2 1/2 inches, with cooking spray. "",
""Beat all ingredients except Easy Lemon Sauce in medium bowl with electric mixer on low speed 30 seconds, scraping bowl constantly. Beat on medium speed 3 minutes, scraping bowl occasionally. Pour into pan. "",
""Bake 30 to 35 minutes or until toothpick inserted in center comes out clean. Cool 10 minutes; remove from pan. Serve warm or cool with Easy Lemon Sauce. ""
]
"
424,dessert,"""RecipeName"": ""Lemon-White Chocolate Cheesecake Bites"",
""Ingredients"": [
""cup graham cracker crumbs (8 squares)"",
""teaspoon sugar"",
""tablespoons unsalted butter, melted, slightly cooled"",
""package (8 oz) cream cheese, softened"",
""cup sugar"",
""egg"",
""teaspoon grated lemon peel"",
""teaspoons fresh lemon juice"",
""cup white vanilla baking chips"",
""teaspoon vegetable oil""
],
""PrepMethods"": [
""Heat oven to 300°F. Place mini paper baking cup in each of 18 mini muffin cups; spray paper cups with cooking spray. In small bowl, mix crust ingredients until crumbs are moistened. Spoon and lightly press 1 teaspoon mixture in bottom of each cup."",
""In large bowl, beat cream cheese and 1/4 cup sugar with electric mixer on medium speed until well blended. On low, beat in egg just until blended. Add lemon peel and lemon juice; beat until smooth. Spoon about 1 teaspoon cream cheese mixture over crumb mixture in each cup. Place 5 to 6 of the white baking chips on top of each (using 1/4 cup total). Divide remaining cream cheese mixture evenly among cups (about 2 heaping teaspoons each). "",
""Bake 25 to 30 minutes or just until filling looks set. Cool on cooling racks 30 minutes. Refrigerate 1 hour."",
""In small microwavable bowl, microwave remaining 1/4 cup white baking chips and the oil uncovered on High 30 to 40 seconds until mixture can be stirred smooth. Drizzle over cheesecakes. Store covered in refrigerator.""
]
"
425,beverage,"""RecipeName"": ""Lemony Margaritas"",
""Ingredients"": [
""large lemons, cut in half"",
""Coarse salt"",
""cups cracked ice"",
""cups tequila"",
""cup colorless orange-flavored liqueur""
],
""PrepMethods"": [
""Rub rims of 8 stemmed glasses with 1 lemon half; dip rims of glasses into shallow dish of coarse salt. "",
""Squeeze juice from lemon halves to measure 1/2 cup. Place juice and remaining ingredients in blender. Cover and blend on high speed about 30 seconds or until foamy. Pour into glasses. ""
]
"
426,dessert,"""RecipeName"": ""Let's Celebrate Cake"",
""Ingredients"": [
""box Betty Crocker™ Super Moist™ white cake mix"",
""Water, vegetable oil and egg whites called for on cake mix box"",
""rolls Betty Crocker™ Fruit by the Foot™ chewy fruit snack rolls (any variety)"",
""container Betty Crocker™ Rich & Creamy vanilla frosting"",
""Betty Crocker™ Decor Selects sugar sequins, sugar crystals or assorted decors"",
""drops yellow food color"",
""candy sticks, 5 inches long""
],
""PrepMethods"": [
""Heat oven to 350°F (325°F for dark or nonstick pans). Make, bake and cool cake as directed on box for two 8-inch or 9-inch round pans."",
""Meanwhile, make streamers. Unroll 1 fruit snack roll, and cut crosswise into three 12-inch strips with a knife. Cut each strip lengthwise into 3 equal narrow strips. Roll each narrow strip in a spiral around handle of wooden spoon, then carefully remove from spoon, retaining curled shape."",
""Reserve 1/4 cup frosting for party blowers. Place 1 cake layer, rounded side down, on serving plate. Spread with about 1/3 cup frosting. Place other layer, rounded side up, on top. Frost side and top of cake with remaining frosting. Press sugar sequins and colored sugars into frosting on side and along outer edge of top of cake."",
""Make 6 party blowers. Tint reserved frosting with food color. For each party blower, break candy stick in half. Cut 2 chewy fruit snack rolls each into three 12-inch strips. Place a small amount of frosting 1/4 inch from broken end of 1 candy stick half. Wrap narrow end of piece of fruit roll over frosting. Pipe 2 rows of frosting stars over seam with decorating bag and star tip. Curl the end of the fruit roll to about 1 1/2 inches from star rows and secure with small amount of frosting if needed. Place party blowers on top of cake with candy sticks toward center of cake. Reshape streamers into desired curl and place between party blowers and around base of cake. Any streamers draped over edge of cake can be lightly pressed into frosting to retain curl. Store loosely covered.""
]
"
427,dessert,"""RecipeName"": ""Licorice Wands"",
""Ingredients"": [
""ounces vanilla-flavored candy coating (almond bark), chopped"",
""licorice twists (any flavor)"",
""Betty Crocker™ Decor Selects candy sprinkles, nonpareils or colored sugars""
],
""PrepMethods"": [
""Place candy coating in 2-cup microwavable measuring cup. Microwave uncovered on High 1 minute to 1 minute 30 seconds, stirring every 15 seconds, until melted."",
""Dip half of each licorice twist into melted candy coating. Sprinkle with candy sprinkles. Place on waxed paper about 1 hour or until coating is firm. ""
]
"
428,dessert,"""RecipeName"": ""Linzer Torte Bars (Cookie Exchange Quantity)"",
""Ingredients"": [
""cups Gold Medal™ all-purpose flour"",
""cups powdered sugar"",
""cups ground walnuts"",
""cups butter or margarine, softened"",
""teaspoons ground cinnamon"",
""cups raspberry or strawberry preserves"",
""Additional powdered sugar, if desired""
],
""PrepMethods"": [
""Heat oven to 375°F. In large bowl, stir together all ingredients except preserves and additional powdered sugar with spoon until crumbly. Reserve 2 cups of the mixture for topping; press remaining mixture in bottom of ungreased 15x10x1-inch pan."",
""Bake 15 to 20 minutes or until crust is golden brown. Spread with preserves. Sprinkle with reserved crumb mixture; press gently into preserves."",
""Bake 20 to 25 minutes longer or until light golden brown. Cool completely, about 1 hour. Sprinkle with additional powdered sugar. For bars, cut into 12 rows by 6 rows.""
]
"
429,dessert,"""RecipeName"": ""Linzer Torte Bars"",
""Ingredients"": [
""cup Gold Medal™ all-purpose flour"",
""cup powdered sugar"",
""cup ground walnuts"",
""cup butter or margarine, softened"",
""teaspoon ground cinnamon"",
""cup red raspberry preserves""
],
""PrepMethods"": [
""Heat oven to 375°F. Mix all ingredients except preserves with spoon until crumbly. Press two-thirds of crumbly mixture on bottom of ungreased square pan, 9x9x2 inches. Spread with preserves. Sprinkle with remaining crumbly mixture; press gently into preserves. "",
""Bake 20 to 25 minutes or until light golden brown. Cool completely, about 1 hour. For 48 bars, cut into 8 rows by 6 rows bars. Or cut into squares or triangles. ""
]
"
430,dessert,"""RecipeName"": ""Low-Fat Chocolate-Banana Cupcakes "",
""Ingredients"": [
""package Betty Crocker™ Sweet Rewards™ reduced-fat devil's food cake mix"",
""cups mashed very ripe bananas (3 large)"",
""eggs"",
""tub Betty Crocker™ Sweet Rewards™ reduced-fat ready-to-spread frosting""
],
""PrepMethods"": [
""Heat oven to 350°F. Place paper baking cups in 24 regular-size muffin cups, or spray bottoms of cups with cooking spray. "",
""Stir cake mix, bananas and eggs in large bowl, using spoon, about 50 strokes or until well blended. Fill muffin cups about 2/3 full. (If necessary, refrigerate remaining batter while first pan bakes.)"",
""Bake 15 to 20 minutes or until toothpick inserted in center comes out clean and top springs back when touched lightly in center. Remove from pan; cool completely. Frost with frosting.""
]
"
431,dessert,"""RecipeName"": ""Luscious Fruit Fluff"",
""Ingredients"": [
""cups Original Bisquick™ mix"",
""tablespoons sugar"",
""cup butter or margarine (firm)"",
""packages (3 ounces each) cream cheese, softened"",
""cup sugar"",
""teaspoon vanilla"",
""cups whipping (heavy) cream"",
""cups miniature marshmallows"",
""cups mixed fresh fruit""
],
""PrepMethods"": [
""Heat oven to 375°F. Mix Bisquick and 2 tablespoons sugar in medium bowl. Cut in butter, using pastry blender or crisscrossing 2 knives, until mixture is crumbly. Press in bottom of ungreased square pan, 9x9x2 inches. "",
""Bake 15 to 20 minutes or until light brown; cool. "",
""Stir together cream cheese, 1 cup sugar and the vanilla in large bowl; set aside. Beat whipping cream in chilled large bowl with electric mixer on high speed until stiff. Gently stir whipped cream and marshmallows into cream cheese mixture; spread over crust. "",
""Cover and refrigerate at least 4 hours until firm. Cut into 3 rows by 3 rows; top each serving with fruit. Store covered in refrigerator. ""
]
"
432,dessert,"""RecipeName"": ""Luscious Lemon-Raspberry Bars "",
""Ingredients"": [
""package Betty Crocker™ Sunkist® lemon bar mix"",
""cup water"",
""eggs"",
""package (8-ounce size) cream cheese, softened"",
""cup raspberry preserves"",
""Powdered sugar""
],
""PrepMethods"": [
""Heat oven to 350°F whether using metal or glass pan. Stir Filling Mix, water and eggs, using fork (a few lumps will remain); set aside. "",
""Press Ready-Mixed Crust (dry) in bottom of 8- or 9-inch square pan. Bake 12 minutes. "",
""Drop cream cheese by spoonfuls onto hot crust and return pan to oven about 2 minutes to further soften cream cheese. Carefully spread cream cheese over crust. Stir filling mixture; pour over cream cheese."",
""Bake 35 to 40 minutes or until top begins to brown and center is set. Cool 10 minutes. Spread preserves over top. Cool completely, about 1 hour. Sprinkle with powdered sugar. For 16 bars, cut into 4 rows by 4 rows. For ease in cutting, use sharp or wet knife. Store covered in refrigerator.""
]
"
433,condiment,"""RecipeName"": ""Mango Habañero Hot Sauce"",
""Ingredients"": [
""tablespoons canola oil"",
""small red onion, finely chopped"",
""clove garlic, finely chopped"",
""ripe mangoes, seed removed, peeled and chopped"",
""can (4.5 oz) Old El Paso™ chopped green chiles"",
""habañero chile, chopped"",
""cup water"",
""cup rice vinegar"",
""cup honey""
],
""PrepMethods"": [
""In 2-quart saucepan, heat oil over medium-high heat. Add onion and garlic; cook 2 to 3 minutes, stirring frequently, until softened. Add mangoes, green chiles, habañero chile and water. Cook 8 to 10 minutes, stirring frequently, until mangoes are softened and water is evaporated. Reduce heat to low. Stir in vinegar and honey; cook 5 to 7 minutes longer until sauce is slightly thickened."",
""Transfer sauce to blender or food processor. Cover; blend on high speed until pureed. If sauce is too thick, add more water, 1 tablespoon at a time."",
""Store sauce tightly covered in jars or resealable containers in refrigerator up to 1 week.""
]
"
434,condiment,"""RecipeName"": ""Mango Relish"",
""Ingredients"": [
""mango, peeled, pitted and chopped (1 cup)"",
""small jalapeño chili, seeded and finely chopped (2 to 3 teaspoons)"",
""cup finely chopped red onion"",
""tablespoons finely chopped fresh or 2 teaspoons dried mint leaves"",
""tablespoons lime juice"",
""teaspoon salt""
],
""PrepMethods"": [
""""""
Mix all ingredients in glass or plastic bowl. Cover and refrigerate 15 minutes. Serve with grilled chicken breasts or grilled fish.

""""""
]
"
435,dessert,"""RecipeName"": ""Mango-Jalapeño Cupcake Stacks"",
""Ingredients"": [
""cups Gold Medal™ all-purpose flour"",
""teaspoons baking powder"",
""teaspoon salt"",
""cup shortening"",
""cups granulated sugar"",
""egg whites"",
""teaspoons vanilla"",
""cup mango nectar"",
""cup milk"",
""tablespoons grated lime peel"",
""tablespoon finely chopped jalapeño chile"",
""package (8 oz) plus 1 package (3 oz) cream cheese, softened"",
""cup butter or margarine, softened"",
""teaspoons vanilla"",
""to 5 teaspoons milk"",
""cups powdered sugar"",
""cup finely chopped peeled mango"",
""cup flaked coconut"",
""Grated lime peel, if desired""
],
""PrepMethods"": [
""Heat oven to 350°F. Place paper baking cup in each of 24 regular-size muffin cups. In medium bowl, mix flour, baking powder and salt; set aside."",
""In large bowl, beat shortening with electric mixer on medium speed 30 seconds. Gradually add granulated sugar, about 1/3 cup at a time, beating well after each addition and scraping bowl occasionally. Beat 2 minutes longer. Add egg whites, one at a time, beating well after each addition. Beat in 2 1/2 teaspoons vanilla. On low speed, alternately add flour mixture, about one-third at a time, and mango nectar and 1/2 cup milk, about half at a time, beating just until blended. Stir in 2 tablespoons lime peel and the chile. "",
""Divide batter evenly among muffin cups, filling each about one-third full."",
""Bake 18 to 20 minutes or until toothpick inserted in center comes out clean. Cool 5 minutes. Remove cupcakes from pans; place on cooling racks. Cool completely, about 30 minutes."",
""In large bowl, beat cream cheese, butter, 1 1/2 teaspoons vanilla and 3 teaspoons milk with electric mixer on low speed until smooth. On low speed, beat in powdered sugar, 1 cup at a time. Gradually beat in just enough remaining milk, 1 teaspoon at a time, to make frosting smooth and spreadable. If frosting is too thick, beat in more milk, a few drops at a time. If frosting becomes too thin, beat in a small amount of powdered sugar."",
""Cut each cupcake horizontally in half. On each cupcake bottom, spread about 1 tablespoon frosting; top with 1 teaspoon mango and 1 teaspoon coconut. Cover with cupcake tops. Frost top of each cupcake with 1 heaping tablespoon frosting. Top each with about 1 teaspoon mango and 1 teaspoon coconut. Garnish with lime peel.""
]
"
436,beverage,"""RecipeName"": ""Mangoritas"",
""Ingredients"": [
""can (10 oz) frozen margarita drink mix"",
""cup mango nectar"",
""cup tequila or mango nectar"",
""cups cracked ice""
],
""PrepMethods"": [
""In blender, place all ingredients except ice. Cover; blend on high speed until blended."",
""Add ice. Cover; blend until smooth and slushy.""
]
"
437,beverage,"""RecipeName"": ""Maple Ginger Cocktail"",
""Ingredients"": [
""cup bourbon"",
""cup real maple syrup"",
""tablespoon fresh lime juice"",
""cup chilled ginger beer"",
""Crushed ice"",
""Lime slices, if desired""
],
""PrepMethods"": [
""In pitcher, mix bourbon, maple syrup and lime juice. Refrigerate 1 hour or until well chilled. Before serving, stir in ginger beer. Serve over ice. Garnish with lime slices.""
]
"
438,condiment,"""RecipeName"": ""Maple-Apple Jam"",
""Ingredients"": [
""cup packed brown sugar"",
""cup cornstarch"",
""cup apple cider"",
""cup real maple or maple-flavored syrup"",
""Gala or Golden Delicious apples, peeled, finely chopped"",
""teaspoon maple flavor"",
""half-pint canning jars with lids""
],
""PrepMethods"": [
""In 3-quart saucepan, mix brown sugar and cornstarch; stir in cider and syrup until well blended.  Add apples. Heat to boiling over medium heat, stirring until sugar dissolves. Reduce heat to medium-low. Cover; cook 25 to 30 minutes, stirring occasionally, until apples are tender. Remove from heat; stir in maple flavor."",
""Meanwhile, fill 8-quart stockpot or deep Dutch oven about two-thirds full of water; heat to boiling."",
""Ladle hot jam into jars, leaving 1/2-inch space at top of jar. Cover with lids. Using tongs, carefully place jars in pot of boiling water (jars should be covered with at least 1 inch of water). Return to boiling; boil 10 minutes to process. Using tongs, remove jars from water and place on cooling rack. When cool, press center on top of each lid to ensure it is sealed. If jar is sealed, the lid will not move up or down. Store opened jam in refrigerator.""
]
"
439,condiment,"""RecipeName"": ""Maple-Cranberry Syrup"",
""Ingredients"": [
""cup maple-flavored syrup"",
""cup whole berry cranberry sauce"",
""cup chopped walnuts, if desired""
],
""PrepMethods"": [
""Heat maple syrup and cranberry sauce in 1-quart saucepan over medium heat, stirring occasionally, until cranberry sauce is melted. Stir in walnuts. Serve warm. Store covered in refrigerator up to 4 weeks.""
]
"
440,snack,"""RecipeName"": ""Marching-In Chex Mix®"",
""Ingredients"": [
""bag (8 oz) Chex Mix® Chocolate turtle snack mix"",
""cinnamon-sugar doughnut holes, quartered (about 1 cup)"",
""cup praline pecans""
],
""PrepMethods"": [
""In medium bowl, mix all ingredients. Serve immediately.""
]
"
